2022-03-25 12:04:24,325:DEBUG:File selezionato per il parsing: 74181.003.matrix
2022-03-25 12:04:24,326:DEBUG:Parsing completato: 66 elementi del dominio e 2 insiemi
2022-03-25 12:04:24,327:INFO:	Queue size: 1
2022-03-25 12:04:24,327:INFO:	delta: | 0 | representative vector: 0 0
2022-03-25 12:04:24,327:INFO:	delta_max: 0
2022-03-25 12:04:24,327:INFO:	delta components: [0], 6631104482865660642
2022-03-25 12:04:24,358:INFO:		result: KO
2022-03-25 12:04:24,358:INFO:		- e: 40 in range(35, 66) -
2022-03-25 12:04:24,358:INFO:		e: 40 representative vector: 0 0
2022-03-25 12:04:24,359:INFO:		T: | 34 - 40 | representative vector: 0 34
2022-03-25 12:04:24,359:INFO:		result: KO
2022-03-25 12:04:24,359:INFO:		- e: 41 in range(35, 66) -
2022-03-25 12:04:24,359:INFO:		e: 41 representative vector: 0 0
2022-03-25 12:04:24,359:INFO:		T: | 34 - 41 | representative vector: 0 34
2022-03-25 12:04:24,359:INFO:		result: KO
2022-03-25 12:04:24,359:INFO:		- e: 42 in range(35, 66) -
2022-03-25 12:04:24,359:INFO:		e: 42 representative vector: 0 0
2022-03-25 12:04:24,359:INFO:		T: | 34 - 42 | representative vector: 0 34
2022-03-25 12:04:24,359:INFO:		result: KO
2022-03-25 12:04:24,359:INFO:		- e: 43 in range(35, 66) -
2022-03-25 12:04:24,359:INFO:		e: 43 representative vector: 0 0
2022-03-25 12:04:24,359:INFO:		T: | 34 - 43 | representative vector: 0 34
2022-03-25 12:04:24,359:INFO:		result: KO
2022-03-25 12:04:24,360:INFO:		- e: 44 in range(35, 66) -
2022-03-25 12:04:24,360:INFO:		e: 44 representative vector: 0 0
2022-03-25 12:04:24,360:INFO:		T: | 34 - 44 | representative vector: 0 34
2022-03-25 12:04:24,360:INFO:		result: KO
2022-03-25 12:04:24,360:INFO:		- e: 45 in range(35, 66) -
2022-03-25 12:04:24,360:INFO:		e: 45 representative vector: 0 0
2022-03-25 12:04:24,360:INFO:		T: | 34 - 45 | representative vector: 0 34
2022-03-25 12:04:24,360:INFO:		result: KO
2022-03-25 12:04:24,360:INFO:		- e: 46 in range(35, 66) -
2022-03-25 12:04:24,360:INFO:		e: 46 representative vector: 0 0
2022-03-25 12:04:24,360:INFO:		T: | 34 - 46 | representative vector: 0 34
2022-03-25 12:04:24,360:INFO:		result: KO
2022-03-25 12:04:24,360:INFO:		- e: 47 in range(35, 66) -
2022-03-25 12:04:24,360:INFO:		e: 47 representative vector: 0 0
2022-03-25 12:04:24,361:INFO:		T: | 34 - 47 | representative vector: 0 34
2022-03-25 12:04:24,361:INFO:		result: KO
2022-03-25 12:04:24,361:INFO:		- e: 48 in range(35, 66) -
2022-03-25 12:04:24,361:INFO:		e: 48 representative vector: 0 0
2022-03-25 12:04:24,361:INFO:		T: | 34 - 48 | representative vector: 0 34
2022-03-25 12:04:24,361:INFO:		result: KO
2022-03-25 12:04:24,361:INFO:		- e: 49 in range(35, 66) -
2022-03-25 12:04:24,361:INFO:		e: 49 representative vector: 0 0
2022-03-25 12:04:24,361:INFO:		T: | 34 - 49 | representative vector: 0 34
2022-03-25 12:04:24,361:INFO:		result: KO
2022-03-25 12:04:24,361:INFO:		- e: 50 in range(35, 66) -
2022-03-25 12:04:24,361:INFO:		e: 50 representative vector: 0 0
2022-03-25 12:04:24,361:INFO:		T: | 34 - 50 | representative vector: 0 34
2022-03-25 12:04:24,361:INFO:		result: KO
2022-03-25 12:04:24,361:INFO:		- e: 51 in range(35, 66) -
2022-03-25 12:04:24,362:INFO:		e: 51 representative vector: 0 0
2022-03-25 12:04:24,362:INFO:		T: | 34 - 51 | representative vector: 0 34
2022-03-25 12:04:24,362:INFO:		result: KO
2022-03-25 12:04:24,362:INFO:		- e: 52 in range(35, 66) -
2022-03-25 12:04:24,362:INFO:		e: 52 representative vector: 0 0
2022-03-25 12:04:24,362:INFO:		T: | 34 - 52 | representative vector: 0 34
2022-03-25 12:04:24,362:INFO:		result: KO
2022-03-25 12:04:24,362:INFO:		- e: 53 in range(35, 66) -
2022-03-25 12:04:24,362:INFO:		e: 53 representative vector: 0 53
2022-03-25 12:04:24,362:INFO:		T: | 34 - 53 | representative vector: 0 -67
2022-03-25 12:04:24,362:INFO:		result: KO
2022-03-25 12:04:24,362:INFO:		- e: 54 in range(35, 66) -
2022-03-25 12:04:24,362:INFO:		e: 54 representative vector: 0 54
2022-03-25 12:04:24,362:INFO:		T: | 34 - 54 | representative vector: 0 -67
2022-03-25 12:04:24,363:INFO:		result: KO
2022-03-25 12:04:24,363:INFO:		- e: 55 in range(35, 66) -
2022-03-25 12:04:24,363:INFO:		e: 55 representative vector: 0 0
2022-03-25 12:04:24,363:INFO:		T: | 34 - 55 | representative vector: 0 34
2022-03-25 12:04:24,363:INFO:		result: KO
2022-03-25 12:04:24,363:INFO:		- e: 56 in range(35, 66) -
2022-03-25 12:04:24,363:INFO:		e: 56 representative vector: 0 0
2022-03-25 12:04:24,363:INFO:		T: | 34 - 56 | representative vector: 0 34
2022-03-25 12:04:24,363:INFO:		result: KO
2022-03-25 12:04:24,363:INFO:		- e: 57 in range(35, 66) -
2022-03-25 12:04:24,363:INFO:		e: 57 representative vector: 0 0
2022-03-25 12:04:24,363:INFO:		T: | 34 - 57 | representative vector: 0 34
2022-03-25 12:04:24,363:INFO:		result: KO
2022-03-25 12:04:24,364:INFO:		- e: 58 in range(35, 66) -
2022-03-25 12:04:24,364:INFO:		e: 58 representative vector: 0 0
2022-03-25 12:04:24,364:INFO:		T: | 34 - 58 | representative vector: 0 34
2022-03-25 12:04:24,364:INFO:		result: KO
2022-03-25 12:04:24,364:INFO:		- e: 59 in range(35, 66) -
2022-03-25 12:04:24,364:INFO:		e: 59 representative vector: 0 0
2022-03-25 12:04:24,364:INFO:		T: | 34 - 59 | representative vector: 0 34
2022-03-25 12:04:24,364:INFO:		result: KO
2022-03-25 12:04:24,364:INFO:		- e: 60 in range(35, 66) -
2022-03-25 12:04:24,364:INFO:		e: 60 representative vector: 0 0
2022-03-25 12:04:24,364:INFO:		T: | 34 - 60 | representative vector: 0 34
2022-03-25 12:04:24,364:INFO:		result: KO
2022-03-25 12:04:24,364:INFO:		- e: 61 in range(35, 66) -
2022-03-25 12:04:24,364:INFO:		e: 61 representative vector: 0 0
2022-03-25 12:04:24,365:INFO:		T: | 34 - 61 | representative vector: 0 34
2022-03-25 12:04:24,365:INFO:		result: KO
2022-03-25 12:04:24,365:INFO:		- e: 62 in range(35, 66) -
2022-03-25 12:04:24,365:INFO:		e: 62 representative vector: 0 0
2022-03-25 12:04:24,365:INFO:		T: | 34 - 62 | representative vector: 0 34
2022-03-25 12:04:24,365:INFO:		result: KO
2022-03-25 12:04:24,365:INFO:		- e: 63 in range(35, 66) -
2022-03-25 12:04:24,365:INFO:		e: 63 representative vector: 0 0
2022-03-25 12:04:24,365:INFO:		T: | 34 - 63 | representative vector: 0 34
2022-03-25 12:04:24,365:INFO:		result: KO
2022-03-25 12:04:24,365:INFO:		- e: 64 in range(35, 66) -
2022-03-25 12:04:24,365:INFO:		e: 64 representative vector: 0 0
2022-03-25 12:04:24,365:INFO:		T: | 34 - 64 | representative vector: 0 34
2022-03-25 12:04:24,365:INFO:		result: KO
2022-03-25 12:04:24,365:INFO:		- e: 65 in range(35, 66) -
2022-03-25 12:04:24,366:INFO:		e: 65 representative vector: 0 65
2022-03-25 12:04:24,366:INFO:		T: | 34 - 65 | representative vector: 0 -67
2022-03-25 12:04:24,366:INFO:		result: KO
2022-03-25 12:04:24,366:INFO:		- e: 66 in range(35, 66) -
2022-03-25 12:04:24,366:INFO:		e: 66 representative vector: 66 66
2022-03-25 12:04:24,366:INFO:		T: | 34 - 66 | representative vector: 66 -67
2022-03-25 12:04:24,366:INFO:		result: KO
2022-03-25 12:04:24,366:INFO:	Queue size: 5
2022-03-25 12:04:24,366:INFO:	delta: | 33 | representative vector: 0 33
2022-03-25 12:04:24,366:INFO:	delta_max: 33
2022-03-25 12:04:24,366:INFO:	delta components: [33], 4418228305241324009
2022-03-25 12:04:24,366:INFO:		- e: 34 in range(34, 66) -
2022-03-25 12:04:24,366:INFO:		e: 34 representative vector: 0 34
2022-03-25 12:04:24,366:INFO:		T: | 33 - 34 | representative vector: 0 -67
2022-03-25 12:04:24,366:INFO:		result: KO
2022-03-25 12:04:24,367:INFO:		- e: 35 in range(34, 66) -
2022-03-25 12:04:24,367:INFO:		e: 35 representative vector: 0 0
2022-03-25 12:04:24,367:INFO:		T: | 33 - 35 | representative vector: 0 33
2022-03-25 12:04:24,367:INFO:		result: KO
2022-03-25 12:04:24,367:INFO:		- e: 36 in range(34, 66) -
2022-03-25 12:04:24,367:INFO:		e: 36 representative vector: 0 0
2022-03-25 12:04:24,367:INFO:		T: | 33 - 36 | representative vector: 0 33
2022-03-25 12:04:24,367:INFO:		result: KO
2022-03-25 12:04:24,367:INFO:		- e: 37 in range(34, 66) -
2022-03-25 12:04:24,367:INFO:		e: 37 representative vector: 0 0
2022-03-25 12:04:24,367:INFO:		T: | 33 - 37 | representative vector: 0 33
2022-03-25 12:04:24,367:INFO:		result: KO
2022-03-25 12:04:24,367:INFO:		- e: 38 in range(34, 66) -
2022-03-25 12:04:24,367:INFO:		e: 38 representative vector: 0 0
2022-03-25 12:04:24,368:INFO:		T: | 33 - 38 | representative vector: 0 33
2022-03-25 12:04:24,368:INFO:		result: KO
2022-03-25 12:04:24,368:INFO:		- e: 39 in range(34, 66) -
2022-03-25 12:04:24,368:INFO:		e: 39 representative vector: 0 0
2022-03-25 12:04:24,368:INFO:		T: | 33 - 39 | representative vector: 0 33
2022-03-25 12:04:24,368:INFO:		result: KO
2022-03-25 12:04:24,368:INFO:		- e: 40 in range(34, 66) -
2022-03-25 12:04:24,368:INFO:		e: 40 representative vector: 0 0
2022-03-25 12:04:24,369:INFO:		T: | 33 - 40 | representative vector: 0 33
2022-03-25 12:04:24,369:INFO:		result: KO
2022-03-25 12:04:24,369:INFO:		- e: 41 in range(34, 66) -
2022-03-25 12:04:24,369:INFO:		e: 41 representative vector: 0 0
2022-03-25 12:04:24,369:INFO:		T: | 33 - 41 | representative vector: 0 33
2022-03-25 12:04:24,369:INFO:		result: KO
2022-03-25 12:04:24,369:INFO:		- e: 42 in range(34, 66) -
2022-03-25 12:04:24,370:INFO:		e: 42 representative vector: 0 0
2022-03-25 12:04:24,370:INFO:		T: | 33 - 42 | representative vector: 0 33
2022-03-25 12:04:24,370:INFO:		result: KO
2022-03-25 12:04:24,370:INFO:		- e: 43 in range(34, 66) -
2022-03-25 12:04:24,370:INFO:		e: 43 representative vector: 0 0
2022-03-25 12:04:24,370:INFO:		T: | 33 - 43 | representative vector: 0 33
2022-03-25 12:04:24,370:INFO:		result: KO
2022-03-25 12:04:24,370:INFO:		- e: 44 in range(34, 66) -
2022-03-25 12:04:24,371:INFO:		e: 44 representative vector: 0 0
2022-03-25 12:04:24,371:INFO:		T: | 33 - 44 | representative vector: 0 33
2022-03-25 12:04:24,371:INFO:		result: KO
2022-03-25 12:04:24,371:INFO:		- e: 45 in range(34, 66) -
2022-03-25 12:04:24,371:INFO:		e: 45 representative vector: 0 0
2022-03-25 12:04:24,371:INFO:		T: | 33 - 45 | representative vector: 0 33
2022-03-25 12:04:24,371:INFO:		result: KO
2022-03-25 12:04:24,371:INFO:		- e: 46 in range(34, 66) -
2022-03-25 12:04:24,371:INFO:		e: 46 representative vector: 0 0
2022-03-25 12:04:24,372:INFO:		T: | 33 - 46 | representative vector: 0 33
2022-03-25 12:04:24,372:INFO:		result: KO
2022-03-25 12:04:24,372:INFO:		- e: 47 in range(34, 66) -
2022-03-25 12:04:24,372:INFO:		e: 47 representative vector: 0 0
2022-03-25 12:04:24,372:INFO:		T: | 33 - 47 | representative vector: 0 33
2022-03-25 12:04:24,372:INFO:		result: KO
2022-03-25 12:04:24,372:INFO:		- e: 48 in range(34, 66) -
2022-03-25 12:04:24,372:INFO:		e: 48 representative vector: 0 0
2022-03-25 12:04:24,373:INFO:		T: | 33 - 48 | representative vector: 0 33
2022-03-25 12:04:24,373:INFO:		result: KO
2022-03-25 12:04:24,373:INFO:		- e: 49 in range(34, 66) -
2022-03-25 12:04:24,373:INFO:		e: 49 representative vector: 0 0
2022-03-25 12:04:24,373:INFO:		T: | 33 - 49 | representative vector: 0 33
2022-03-25 12:04:24,373:INFO:		result: KO
2022-03-25 12:04:24,373:INFO:		- e: 50 in range(34, 66) -
2022-03-25 12:04:24,373:INFO:		e: 50 representative vector: 0 0
2022-03-25 12:04:24,373:INFO:		T: | 33 - 50 | representative vector: 0 33
2022-03-25 12:04:24,374:INFO:		result: KO
2022-03-25 12:04:24,374:INFO:		- e: 51 in range(34, 66) -
2022-03-25 12:04:24,374:INFO:		e: 51 representative vector: 0 0
2022-03-25 12:04:24,374:INFO:		T: | 33 - 51 | representative vector: 0 33
2022-03-25 12:04:24,374:INFO:		result: KO
2022-03-25 12:04:24,374:INFO:		- e: 52 in range(34, 66) -
2022-03-25 12:04:24,374:INFO:		e: 52 representative vector: 0 0
2022-03-25 12:04:24,374:INFO:		T: | 33 - 52 | representative vector: 0 33
2022-03-25 12:04:24,375:INFO:		result: KO
2022-03-25 12:04:24,375:INFO:		- e: 53 in range(34, 66) -
2022-03-25 12:04:24,375:INFO:		e: 53 representative vector: 0 53
2022-03-25 12:04:24,375:INFO:		T: | 33 - 53 | representative vector: 0 -67
2022-03-25 12:04:24,375:INFO:		result: KO
2022-03-25 12:04:24,375:INFO:		- e: 54 in range(34, 66) -
2022-03-25 12:04:24,375:INFO:		e: 54 representative vector: 0 54
2022-03-25 12:04:24,375:INFO:		T: | 33 - 54 | representative vector: 0 -67
2022-03-25 12:04:24,375:INFO:		result: KO
2022-03-25 12:04:24,376:INFO:		- e: 55 in range(34, 66) -
2022-03-25 12:04:24,376:INFO:		e: 55 representative vector: 0 0
2022-03-25 12:04:24,376:INFO:		T: | 33 - 55 | representative vector: 0 33
2022-03-25 12:04:24,376:INFO:		result: KO
2022-03-25 12:04:24,376:INFO:		- e: 56 in range(34, 66) -
2022-03-25 12:04:24,376:INFO:		e: 56 representative vector: 0 0
2022-03-25 12:04:24,376:INFO:		T: | 33 - 56 | representative vector: 0 33
2022-03-25 12:04:24,376:INFO:		result: KO
2022-03-25 12:04:24,377:INFO:		- e: 57 in range(34, 66) -
2022-03-25 12:04:24,377:INFO:		e: 57 representative vector: 0 0
2022-03-25 12:04:24,377:INFO:		T: | 33 - 57 | representative vector: 0 33
2022-03-25 12:04:24,377:INFO:		result: KO
2022-03-25 12:04:24,377:INFO:		- e: 58 in range(34, 66) -
2022-03-25 12:04:24,377:INFO:		e: 58 representative vector: 0 0
2022-03-25 12:04:24,377:INFO:		T: | 33 - 58 | representative vector: 0 33
2022-03-25 12:04:24,377:INFO:		result: KO
2022-03-25 12:04:24,377:INFO:		- e: 59 in range(34, 66) -
2022-03-25 12:04:24,378:INFO:		e: 59 representative vector: 0 0
2022-03-25 12:04:24,378:INFO:		T: | 33 - 59 | representative vector: 0 33
2022-03-25 12:04:24,378:INFO:		result: KO
2022-03-25 12:04:24,378:INFO:		- e: 60 in range(34, 66) -
2022-03-25 12:04:24,378:INFO:		e: 60 representative vector: 0 0
2022-03-25 12:04:24,378:INFO:		T: | 33 - 60 | representative vector: 0 33
2022-03-25 12:04:24,378:INFO:		result: KO
2022-03-25 12:04:24,378:INFO:		- e: 61 in range(34, 66) -
2022-03-25 12:04:24,379:INFO:		e: 61 representative vector: 0 0
2022-03-25 12:04:24,379:INFO:		T: | 33 - 61 | representative vector: 0 33
2022-03-25 12:04:24,379:INFO:		result: KO
2022-03-25 12:04:24,379:INFO:		- e: 62 in range(34, 66) -
2022-03-25 12:04:24,379:INFO:		e: 62 representative vector: 0 0
2022-03-25 12:04:24,379:INFO:		T: | 33 - 62 | representative vector: 0 33
2022-03-25 12:04:24,379:INFO:		result: KO
2022-03-25 12:04:24,379:INFO:		- e: 63 in range(34, 66) -
2022-03-25 12:04:24,379:INFO:		e: 63 representative vector: 0 0
2022-03-25 12:04:24,380:INFO:		T: | 33 - 63 | representative vector: 0 33
2022-03-25 12:04:24,380:INFO:		result: KO
2022-03-25 12:04:24,380:INFO:		- e: 64 in range(34, 66) -
2022-03-25 12:04:24,380:INFO:		e: 64 representative vector: 0 0
2022-03-25 12:04:24,380:INFO:		T: | 33 - 64 | representative vector: 0 33
2022-03-25 12:04:24,380:INFO:		result: KO
2022-03-25 12:04:24,380:INFO:		- e: 65 in range(34, 66) -
2022-03-25 12:04:24,380:INFO:		e: 65 representative vector: 0 65
2022-03-25 12:04:24,381:INFO:		T: | 33 - 65 | representative vector: 0 -67
2022-03-25 12:04:24,381:INFO:		result: KO
2022-03-25 12:04:24,381:INFO:		- e: 66 in range(34, 66) -
2022-03-25 12:04:24,381:INFO:		e: 66 representative vector: 66 66
2022-03-25 12:04:24,381:INFO:		T: | 33 - 66 | representative vector: 66 -67
2022-03-25 12:04:24,381:INFO:		result: KO
2022-03-25 12:04:24,381:INFO:	Queue size: 4
2022-03-25 12:04:24,381:INFO:	delta: | 24 | representative vector: 0 24
2022-03-25 12:04:24,382:INFO:	delta_max: 24
2022-03-25 12:04:24,382:INFO:	delta components: [24], 4385053726735267054
2022-03-25 12:04:24,382:INFO:		- e: 25 in range(25, 66) -
2022-03-25 12:04:24,382:INFO:		e: 25 representative vector: 0 0
2022-03-25 12:04:24,382:INFO:		T: | 24 - 25 | representative vector: 0 24
2022-03-25 12:04:24,382:INFO:		result: KO
2022-03-25 12:04:24,382:INFO:		- e: 26 in range(25, 66) -
2022-03-25 12:04:24,382:INFO:		e: 26 representative vector: 0 0
2022-03-25 12:04:24,382:INFO:		T: | 24 - 26 | representative vector: 0 24
2022-03-25 12:04:24,383:INFO:		result: KO
2022-03-25 12:04:24,383:INFO:		- e: 27 in range(25, 66) -
2022-03-25 12:04:24,383:INFO:		e: 27 representative vector: 0 0
2022-03-25 12:04:24,383:INFO:		T: | 24 - 27 | representative vector: 0 24
2022-03-25 12:04:24,383:INFO:		result: KO
2022-03-25 12:04:24,383:INFO:		- e: 28 in range(25, 66) -
2022-03-25 12:04:24,383:INFO:		e: 28 representative vector: 0 0
2022-03-25 12:04:24,384:INFO:		T: | 24 - 28 | representative vector: 0 24
2022-03-25 12:04:24,384:INFO:		result: KO
2022-03-25 12:04:24,384:INFO:		- e: 29 in range(25, 66) -
2022-03-25 12:04:24,384:INFO:		e: 29 representative vector: 0 0
2022-03-25 12:04:24,384:INFO:		T: | 24 - 29 | representative vector: 0 24
2022-03-25 12:04:24,384:INFO:		result: KO
2022-03-25 12:04:24,384:INFO:		- e: 30 in range(25, 66) -
2022-03-25 12:04:24,384:INFO:		e: 30 representative vector: 0 0
2022-03-25 12:04:24,384:INFO:		T: | 24 - 30 | representative vector: 0 24
2022-03-25 12:04:24,384:INFO:		result: KO
2022-03-25 12:04:24,384:INFO:		- e: 31 in range(25, 66) -
2022-03-25 12:04:24,384:INFO:		e: 31 representative vector: 0 0
2022-03-25 12:04:24,384:INFO:		T: | 24 - 31 | representative vector: 0 24
2022-03-25 12:04:24,385:INFO:		result: KO
2022-03-25 12:04:24,385:INFO:		- e: 32 in range(25, 66) -
2022-03-25 12:04:24,385:INFO:		e: 32 representative vector: 0 0
2022-03-25 12:04:24,385:INFO:		T: | 24 - 32 | representative vector: 0 24
2022-03-25 12:04:24,385:INFO:		result: KO
2022-03-25 12:04:24,385:INFO:		- e: 33 in range(25, 66) -
2022-03-25 12:04:24,385:INFO:		e: 33 representative vector: 0 33
2022-03-25 12:04:24,385:INFO:		T: | 24 - 33 | representative vector: 0 -67
2022-03-25 12:04:24,385:INFO:		result: KO
2022-03-25 12:04:24,385:INFO:		- e: 34 in range(25, 66) -
2022-03-25 12:04:24,385:INFO:		e: 34 representative vector: 0 34
2022-03-25 12:04:24,385:INFO:		T: | 24 - 34 | representative vector: 0 -67
2022-03-25 12:04:24,385:INFO:		result: KO
2022-03-25 12:04:24,385:INFO:		- e: 35 in range(25, 66) -
2022-03-25 12:04:24,385:INFO:		e: 35 representative vector: 0 0
2022-03-25 12:04:24,386:INFO:		T: | 24 - 35 | representative vector: 0 24
2022-03-25 12:04:24,386:INFO:		result: KO
2022-03-25 12:04:24,386:INFO:		- e: 36 in range(25, 66) -
2022-03-25 12:04:24,386:INFO:		e: 36 representative vector: 0 0
2022-03-25 12:04:24,386:INFO:		T: | 24 - 36 | representative vector: 0 24
2022-03-25 12:04:24,386:INFO:		result: KO
2022-03-25 12:04:24,386:INFO:		- e: 37 in range(25, 66) -
2022-03-25 12:04:24,386:INFO:		e: 37 representative vector: 0 0
2022-03-25 12:04:24,386:INFO:		T: | 24 - 37 | representative vector: 0 24
2022-03-25 12:04:24,386:INFO:		result: KO
2022-03-25 12:04:24,387:INFO:		- e: 38 in range(25, 66) -
2022-03-25 12:04:24,387:INFO:		e: 38 representative vector: 0 0
2022-03-25 12:04:24,387:INFO:		T: | 24 - 38 | representative vector: 0 24
2022-03-25 12:04:24,387:INFO:		result: KO
2022-03-25 12:04:24,387:INFO:		- e: 39 in range(25, 66) -
2022-03-25 12:04:24,387:INFO:		e: 39 representative vector: 0 0
2022-03-25 12:04:24,387:INFO:		T: | 24 - 39 | representative vector: 0 24
2022-03-25 12:04:24,387:INFO:		result: KO
2022-03-25 12:04:24,388:INFO:		- e: 40 in range(25, 66) -
2022-03-25 12:04:24,388:INFO:		e: 40 representative vector: 0 0
2022-03-25 12:04:24,388:INFO:		T: | 24 - 40 | representative vector: 0 24
2022-03-25 12:04:24,388:INFO:		result: KO
2022-03-25 12:04:24,388:INFO:		- e: 41 in range(25, 66) -
2022-03-25 12:04:24,388:INFO:		e: 41 representative vector: 0 0
2022-03-25 12:04:24,388:INFO:		T: | 24 - 41 | representative vector: 0 24
2022-03-25 12:04:24,388:INFO:		result: KO
2022-03-25 12:04:24,389:INFO:		- e: 42 in range(25, 66) -
2022-03-25 12:04:24,389:INFO:		e: 42 representative vector: 0 0
2022-03-25 12:04:24,389:INFO:		T: | 24 - 42 | representative vector: 0 24
2022-03-25 12:04:24,389:INFO:		result: KO
2022-03-25 12:04:24,389:INFO:		- e: 43 in range(25, 66) -
2022-03-25 12:04:24,389:INFO:		e: 43 representative vector: 0 0
2022-03-25 12:04:24,389:INFO:		T: | 24 - 43 | representative vector: 0 24
2022-03-25 12:04:24,389:INFO:		result: KO
2022-03-25 12:04:24,389:INFO:		- e: 44 in range(25, 66) -
2022-03-25 12:04:24,390:INFO:		e: 44 representative vector: 0 0
2022-03-25 12:04:24,390:INFO:		T: | 24 - 44 | representative vector: 0 24
2022-03-25 12:04:24,390:INFO:		result: KO
2022-03-25 12:04:24,390:INFO:		- e: 45 in range(25, 66) -
2022-03-25 12:04:24,390:INFO:		e: 45 representative vector: 0 0
2022-03-25 12:04:24,390:INFO:		T: | 24 - 45 | representative vector: 0 24
2022-03-25 12:04:24,390:INFO:		result: KO
2022-03-25 12:04:24,390:INFO:		- e: 46 in range(25, 66) -
2022-03-25 12:04:24,390:INFO:		e: 46 representative vector: 0 0
2022-03-25 12:04:24,391:INFO:		T: | 24 - 46 | representative vector: 0 24
2022-03-25 12:04:24,391:INFO:		result: KO
2022-03-25 12:04:24,391:INFO:		- e: 47 in range(25, 66) -
2022-03-25 12:04:24,391:INFO:		e: 47 representative vector: 0 0
2022-03-25 12:04:24,391:INFO:		T: | 24 - 47 | representative vector: 0 24
2022-03-25 12:04:24,391:INFO:		result: KO
2022-03-25 12:04:24,391:INFO:		- e: 48 in range(25, 66) -
2022-03-25 12:04:24,391:INFO:		e: 48 representative vector: 0 0
2022-03-25 12:04:24,391:INFO:		T: | 24 - 48 | representative vector: 0 24
2022-03-25 12:04:24,391:INFO:		result: KO
2022-03-25 12:04:24,392:INFO:		- e: 49 in range(25, 66) -
2022-03-25 12:04:24,392:INFO:		e: 49 representative vector: 0 0
2022-03-25 12:04:24,392:INFO:		T: | 24 - 49 | representative vector: 0 24
2022-03-25 12:04:24,392:INFO:		result: KO
2022-03-25 12:04:24,392:INFO:		- e: 50 in range(25, 66) -
2022-03-25 12:04:24,392:INFO:		e: 50 representative vector: 0 0
2022-03-25 12:04:24,392:INFO:		T: | 24 - 50 | representative vector: 0 24
2022-03-25 12:04:24,392:INFO:		result: KO
2022-03-25 12:04:24,392:INFO:		- e: 51 in range(25, 66) -
2022-03-25 12:04:24,392:INFO:		e: 51 representative vector: 0 0
2022-03-25 12:04:24,392:INFO:		T: | 24 - 51 | representative vector: 0 24
2022-03-25 12:04:24,392:INFO:		result: KO
2022-03-25 12:04:24,393:INFO:		- e: 52 in range(25, 66) -
2022-03-25 12:04:24,393:INFO:		e: 52 representative vector: 0 0
2022-03-25 12:04:24,393:INFO:		T: | 24 - 52 | representative vector: 0 24
2022-03-25 12:04:24,393:INFO:		result: KO
2022-03-25 12:04:24,393:INFO:		- e: 53 in range(25, 66) -
2022-03-25 12:04:24,393:INFO:		e: 53 representative vector: 0 53
2022-03-25 12:04:24,393:INFO:		T: | 24 - 53 | representative vector: 0 -67
2022-03-25 12:04:24,393:INFO:		result: KO
2022-03-25 12:04:24,393:INFO:		- e: 54 in range(25, 66) -
2022-03-25 12:04:24,393:INFO:		e: 54 representative vector: 0 54
2022-03-25 12:04:24,393:INFO:		T: | 24 - 54 | representative vector: 0 -67
2022-03-25 12:04:24,393:INFO:		result: KO
2022-03-25 12:04:24,393:INFO:		- e: 55 in range(25, 66) -
2022-03-25 12:04:24,393:INFO:		e: 55 representative vector: 0 0
2022-03-25 12:04:24,394:INFO:		T: | 24 - 55 | representative vector: 0 24
2022-03-25 12:04:24,394:INFO:		result: KO
2022-03-25 12:04:24,394:INFO:		- e: 56 in range(25, 66) -
2022-03-25 12:04:24,394:INFO:		e: 56 representative vector: 0 0
2022-03-25 12:04:24,394:INFO:		T: | 24 - 56 | representative vector: 0 24
2022-03-25 12:04:24,394:INFO:		result: KO
2022-03-25 12:04:24,394:INFO:		- e: 57 in range(25, 66) -
2022-03-25 12:04:24,394:INFO:		e: 57 representative vector: 0 0
2022-03-25 12:04:24,394:INFO:		T: | 24 - 57 | representative vector: 0 24
2022-03-25 12:04:24,394:INFO:		result: KO
2022-03-25 12:04:24,394:INFO:		- e: 58 in range(25, 66) -
2022-03-25 12:04:24,394:INFO:		e: 58 representative vector: 0 0
2022-03-25 12:04:24,394:INFO:		T: | 24 - 58 | representative vector: 0 24
2022-03-25 12:04:24,394:INFO:		result: KO
2022-03-25 12:04:24,394:INFO:		- e: 59 in range(25, 66) -
2022-03-25 12:04:24,395:INFO:		e: 59 representative vector: 0 0
2022-03-25 12:04:24,395:INFO:		T: | 24 - 59 | representative vector: 0 24
2022-03-25 12:04:24,395:INFO:		result: KO
2022-03-25 12:04:24,395:INFO:		- e: 60 in range(25, 66) -
2022-03-25 12:04:24,395:INFO:		e: 60 representative vector: 0 0
2022-03-25 12:04:24,395:INFO:		T: | 24 - 60 | representative vector: 0 24
2022-03-25 12:04:24,395:INFO:		result: KO
2022-03-25 12:04:24,395:INFO:		- e: 61 in range(25, 66) -
2022-03-25 12:04:24,395:INFO:		e: 61 representative vector: 0 0
2022-03-25 12:04:24,395:INFO:		T: | 24 - 61 | representative vector: 0 24
2022-03-25 12:04:24,395:INFO:		result: KO
2022-03-25 12:04:24,395:INFO:		- e: 62 in range(25, 66) -
2022-03-25 12:04:24,395:INFO:		e: 62 representative vector: 0 0
2022-03-25 12:04:24,395:INFO:		T: | 24 - 62 | representative vector: 0 24
2022-03-25 12:04:24,396:INFO:		result: KO
2022-03-25 12:04:24,396:INFO:		- e: 63 in range(25, 66) -
